"Year"	"Plot"	"Ring"	"CO2 Treatment"	"Nitrogen Treatment"	"CountOfSpecies"	"CountOfGroup"	"Experiment"	"monospecies"	"Monogroup"	"Water Treatment"	"Temp Treatment"	"Depth"	"Carbon(%)"	"Nitrogen(%)"	"C/N Ratio"
2012	36	1	Cenrich	Nenrich	1	1	M	Agropyron repens	C-3	 	 	40-60	0.251	0.025	10.04
2012	37	1	Cenrich	Nenrich	1	1	M	Petalostemum villosum	Legume	 	 	10-20	0.432	0.042	10.28571429
2012	37	1	Cenrich	Nenrich	1	1	M	Petalostemum villosum	Legume	 	 	0-10	0.953	0.085	11.21176471
2012	37	1	Cenrich	Nenrich	1	1	M	Petalostemum villosum	Legume	 	 	20-40	0.27	0.03	9
2012	37	1	Cenrich	Nenrich	1	1	M	Petalostemum villosum	Legume	 	 	40-60	0.27	0.028	9.642857143
2012	38	1	Cenrich	Nenrich	4	2	M	 	 	 	 	10-20	0.537	0.05	10.74
2012	38	1	Cenrich	Nenrich	4	2	M	 	 	 	 	0-10	1.001	0.085	11.77647059
2012	38	1	Cenrich	Nenrich	4	2	M	 	 	 	 	20-40	0.328	0.03	10.93333333
2012	38	1	Cenrich	Nenrich	4	2	M	 	 	 	 	40-60	0.287	0.029	9.896551724
2012	39	1	Cenrich	Namb	1	1	M	Bromus inermis	C-3	 	 	10-20	0.487	0.048	10.14583333
2012	39	1	Cenrich	Namb	1	1	M	Bromus inermis	C-3	 	 	0-10	0.669	0.06	11.15
2012	39	1	Cenrich	Namb	1	1	M	Bromus inermis	C-3	 	 	20-40	0.298	0.031	9.612903226
2012	39	1	Cenrich	Namb	1	1	M	Bromus inermis	C-3	 	 	40-60	0.353	0.032	11.03125
2012	40	1	Cenrich	Namb	1	1	M	Poa pratensis	C-3	 	 	10-20	0.369	0.039	9.461538462
2012	40	1	Cenrich	Namb	1	1	M	Poa pratensis	C-3	 	 	0-10	0.546	0.056	9.75
2012	40	1	Cenrich	Namb	1	1	M	Poa pratensis	C-3	 	 	20-40	0.297	0.03	9.9
2012	40	1	Cenrich	Namb	1	1	M	Poa pratensis	C-3	 	 	40-60	0.271	0.027	10.03703704
2012	41	1	Cenrich	Nenrich	4	1	S	 	C-3	 	 	10-20	0.383	0.036	10.63888889
2012	41	1	Cenrich	Nenrich	4	1	S	 	C-3	 	 	0-10	0.663	0.062	10.69354839
2012	41	1	Cenrich	Nenrich	4	1	S	 	C-3	 	 	20-40	0.273	0.025	10.92
2012	41	1	Cenrich	Nenrich	4	1	S	 	C-3	 	 	40-60	0.25	0.024	10.41666667
2012	42	1	Cenrich	Namb	1	1	M	Solidago rigida	Forb	 	 	10-20	0.445	0.04	11.125
2012	42	1	Cenrich	Namb	1	1	M	Solidago rigida	Forb	 	 	0-10	0.914	0.076	12.02631579
2012	42	1	Cenrich	Namb	1	1	M	Solidago rigida	Forb	 	 	20-40	0.311	0.027	11.51851852
2012	42	1	Cenrich	Namb	1	1	M	Solidago rigida	Forb	 	 	40-60	0.254	0.023	11.04347826
2012	43	1	Cenrich	Nenrich	16	4	M	 	 	 	 	10-20	0.441	0.041	10.75609756
2012	43	1	Cenrich	Nenrich	16	4	M	 	 	 	 	0-10	0.98	0.083	11.80722892
2012	43	1	Cenrich	Nenrich	16	4	M	 	 	 	 	20-40	0.523	0.041	12.75609756
2012	43	1	Cenrich	Nenrich	16	4	M	 	 	 	 	40-60	0.333	0.028	11.89285714
2012	44	1	Cenrich	Nenrich	4	3	M	 	 	 	 	10-20	0.45	0.036	12.5
2012	44	1	Cenrich	Nenrich	4	3	M	 	 	 	 	0-10	0.866	0.072	12.02777778
2012	44	1	Cenrich	Nenrich	4	3	M	 	 	 	 	20-40	0.399	0.032	12.46875
2012	44	1	Cenrich	Nenrich	4	3	M	 	 	 	 	40-60	0.388	0.031	12.51612903
2012	45	1	Cenrich	Namb	16	4	M	 	 	 	 	10-20	0.472	0.04	11.8
2012	45	1	Cenrich	Namb	16	4	M	 	 	 	 	0-10	1.206	0.098	12.30612245
2012	45	1	Cenrich	Namb	16	4	M	 	 	 	 	20-40	0.389	0.032	12.15625
2012	45	1	Cenrich	Namb	16	4	M	 	 	 	 	40-60	0.462	0.045	10.26666667
2012	46	1	Cenrich	Namb	1	1	M	Anemone cylindrica	Forb	 	 	10-20	0.365	0.036	10.13888889
2012	46	1	Cenrich	Namb	1	1	M	Anemone cylindrica	Forb	 	 	0-10	0.526	0.05	10.52
2012	46	1	Cenrich	Namb	1	1	M	Anemone cylindrica	Forb	 	 	20-40	0.321	0.028	11.46428571
2012	46	1	Cenrich	Namb	1	1	M	Anemone cylindrica	Forb	 	 	40-60	0.3	0.03	10
2012	47	1	Cenrich	Nenrich	1	1	M	Koeleria cristata	C-3	 	 	10-20	0.396	0.039	10.15384615
2012	47	1	Cenrich	Nenrich	1	1	M	Koeleria cristata	C-3	 	 	0-10	0.807	0.06	13.45
2012	47	1	Cenrich	Nenrich	1	1	M	Koeleria cristata	C-3	 	 	20-40	0.312	0.031	10.06451613
2012	47	1	Cenrich	Nenrich	1	1	M	Koeleria cristata	C-3	 	 	40-60	0.255	0.026	9.807692308
2012	48	1	Cenrich	Namb	9	4	M	 	 	H2Oamb	HTelv	10-20	0.445	0.043	10.34883721
2012	48	1	Cenrich	Namb	9	4	M	 	 	H2Oamb	HTelv	0-10	1.343	0.113	11.88495575
2012	48	1	Cenrich	Namb	9	4	M	 	 	H2Oamb	HTelv	20-40	0.325	0.033	9.848484848
2012	48	1	Cenrich	Namb	9	4	M	 	 	H2Oamb	HTelv	40-60	0.387	0.037	10.45945946
2012	49	1	Cenrich	Nenrich	1	1	M	Achillea millefolium	Forb	 	 	10-20	0.335	0.037	9.054054054
2012	49	1	Cenrich	Nenrich	1	1	M	Achillea millefolium	Forb	 	 	0-10	1.027	0.086	11.94186047
2012	49	1	Cenrich	Nenrich	1	1	M	Achillea millefolium	Forb	 	 	20-40	0.482	0.042	11.47619048
2012	49	1	Cenrich	Nenrich	1	1	M	Achillea millefolium	Forb	 	 	40-60	0.461	0.041	11.24390244
2012	50	1	Cenrich	Nenrich	9	4	M	 	 	H2Oneg	HTamb	10-20	0.498	0.048	10.375
2012	50	1	Cenrich	Nenrich	9	4	M	 	 	H2Oneg	HTamb	0-10	1.171	0.096	12.19791667
2012	50	1	Cenrich	Nenrich	9	4	M	 	 	H2Oneg	HTamb	20-40	0.349	0.033	10.57575758
2012	50	1	Cenrich	Nenrich	9	4	M	 	 	H2Oneg	HTamb	40-60	0.329	0.032	10.28125
2012	51	1	Cenrich	Namb	16	4	M	 	 	 	 	10-20	0.495	0.049	10.10204082
2012	51	1	Cenrich	Namb	16	4	M	 	 	 	 	0-10	1.146	0.099	11.57575758
2012	51	1	Cenrich	Namb	16	4	M	 	 	 	 	20-40	0.36	0.033	10.90909091
2012	51	1	Cenrich	Namb	16	4	M	 	 	 	 	40-60	0.276	0.026	10.61538462
2012	52	1	Cenrich	Nenrich	16	4	M	 	 	 	 	10-20	0.407	0.038	10.71052632
2012	52	1	Cenrich	Nenrich	16	4	M	 	 	 	 	0-10	0.951	0.081	11.74074074
2012	52	1	Cenrich	Nenrich	16	4	M	 	 	 	 	20-40	0.392	0.035	11.2
2012	52	1	Cenrich	Nenrich	16	4	M	 	 	 	 	40-60	0.311	0.031	10.03225806
2012	53	1	Cenrich	Nenrich	1	1	M	Solidago rigida	Forb	 	 	10-20	0.619	0.053	11.67924528
2012	53	1	Cenrich	Nenrich	1	1	M	Solidago rigida	Forb	 	 	0-10	0.877	0.074	11.85135135
2012	53	1	Cenrich	Nenrich	1	1	M	Solidago rigida	Forb	 	 	20-40	0.455	0.041	11.09756098
2012	53	1	Cenrich	Nenrich	1	1	M	Solidago rigida	Forb	 	 	40-60	0.358	0.032	11.1875
2012	54	1	Cenrich	Nenrich	4	1	S	 	C-4	 	 	10-20	0.438	0.04	10.95
2012	54	1	Cenrich	Nenrich	4	1	S	 	C-4	 	 	0-10	0.883	0.073	12.09589041
2012	54	1	Cenrich	Nenrich	4	1	S	 	C-4	 	 	20-40	0.356	0.031	11.48387097
2012	54	1	Cenrich	Nenrich	4	1	S	 	C-4	 	 	40-60	0.282	0.025	11.28
2012	55	1	Cenrich	Namb	1	1	M	Lupinus perennis	Legume	 	 	10-20	0.495	0.056	8.839285714
2012	55	1	Cenrich	Namb	1	1	M	Lupinus perennis	Legume	 	 	0-10	0.574	0.058	9.896551724
2012	55	1	Cenrich	Namb	1	1	M	Lupinus perennis	Legume	 	 	20-40	0.462	0.051	9.058823529
2012	55	1	Cenrich	Namb	1	1	M	Lupinus perennis	Legume	 	 	40-60	0.286	0.028	10.21428571
2012	56	1	Cenrich	Namb	4	1	S	 	Legume	 	 	10-20	0.558	0.054	10.33333333
2012	56	1	Cenrich	Namb	4	1	S	 	Legume	 	 	0-10	0.6	0.066	9.090909091
2012	56	1	Cenrich	Namb	4	1	S	 	Legume	 	 	20-40	0.31	0.028	11.07142857
2012	56	1	Cenrich	Namb	4	1	S	 	Legume	 	 	40-60	0.297	0.026	11.42307692
2012	57	1	Cenrich	Namb	1	1	M	Schizachyrium scoparium	C-4	 	 	10-20	0.475	0.042	11.30952381
2012	57	1	Cenrich	Namb	1	1	M	Schizachyrium scoparium	C-4	 	 	0-10	0.734	0.064	11.46875
2012	57	1	Cenrich	Namb	1	1	M	Schizachyrium scoparium	C-4	 	 	20-40	0.327	0.027	12.11111111
2012	57	1	Cenrich	Namb	1	1	M	Schizachyrium scoparium	C-4	 	 	40-60	0.296	0.026	11.38461538
2012	58	1	Cenrich	Nenrich	4	3	M	 	 	 	 	10-20	0.492	0.044	11.18181818
2012	58	1	Cenrich	Nenrich	4	3	M	 	 	 	 	0-10	0.866	0.078	11.1025641
2012	58	1	Cenrich	Nenrich	4	3	M	 	 	 	 	20-40	0.395	0.035	11.28571429
2012	58	1	Cenrich	Nenrich	4	3	M	 	 	 	 	40-60	0.423	0.035	12.08571429
2012	59	1	Cenrich	Nenrich	4	4	S	 	 	 	 	10-20	0.475	0.043	11.04651163
2012	59	1	Cenrich	Nenrich	4	4	S	 	 	 	 	0-10	0.735	0.064	11.484375
2012	59	1	Cenrich	Nenrich	4	4	S	 	 	 	 	20-40	0.334	0.029	11.51724138
2012	59	1	Cenrich	Nenrich	4	4	S	 	 	 	 	40-60	0.283	0.025	11.32
2012	60	1	Cenrich	Nenrich	1	1	M	Andropogon gerardi	C-4	 	 	10-20	0.432	0.039	11.07692308
2012	60	1	Cenrich	Nenrich	1	1	M	Andropogon gerardi	C-4	 	 	0-10	0.831	0.068	12.22058824
2012	60	1	Cenrich	Nenrich	1	1	M	Andropogon gerardi	C-4	 	 	20-40	0.385	0.033	11.66666667
2012	60	1	Cenrich	Nenrich	1	1	M	Andropogon gerardi	C-4	 	 	40-60	0.37	0.031	11.93548387
2012	61	1	Cenrich	Namb	0	1	M	 	 	 	 	10-20	0.346	0.042	8.238095238
2012	61	1	Cenrich	Namb	0	1	M	 	 	 	 	0-10	0.434	0.05	8.68
2012	61	1	Cenrich	Namb	0	1	M	 	 	 	 	20-40	0.25	0.033	7.575757576
2012	61	1	Cenrich	Namb	0	1	M	 	 	 	 	40-60	0.287	0.034	8.441176471
2012	62	2	Camb	Namb	4	4	S	 	 	 	 	10-20	0.479	0.045	10.64444444
2012	62	2	Camb	Namb	4	4	S	 	 	 	 	0-10	0.525	0.047	11.17021277
2012	62	2	Camb	Namb	4	4	S	 	 	 	 	20-40	0.396	0.036	11
2012	62	2	Camb	Namb	4	4	S	 	 	 	 	40-60	0.397	0.035	11.34285714
2012	63	2	Camb	Namb	4	3	M	 	 	 	 	10-20	0.5	0.048	10.41666667
2012	63	2	Camb	Namb	4	3	M	 	 	 	 	0-10	0.521	0.045	11.57777778
2012	63	2	Camb	Namb	4	3	M	 	 	 	 	20-40	0.485	0.041	11.82926829
2012	63	2	Camb	Namb	4	3	M	 	 	 	 	40-60	0.314	0.03	10.46666667
2012	64	2	Camb	Nenrich	16	4	M	 	 	 	 	10-20	0.489	0.043	11.37209302
2012	64	2	Camb	Nenrich	16	4	M	 	 	 	 	0-10	0.878	0.07	12.54285714
2012	64	2	Camb	Nenrich	16	4	M	 	 	 	 	20-40	0.494	0.04	12.35
2012	64	2	Camb	Nenrich	16	4	M	 	 	 	 	40-60	0.363	0.034	10.67647059
2012	65	2	Camb	Nenrich	9	4	M	 	 	 	 	10-20	0.544	0.058	9.379310345
2012	65	2	Camb	Nenrich	9	4	M	 	 	 	 	0-10	0.73	0.079	9.240506329
2012	65	2	Camb	Nenrich	9	4	M	 	 	 	 	20-40	0.381	0.041	9.292682927
2012	65	2	Camb	Nenrich	9	4	M	 	 	 	 	40-60	0.667	0.062	10.75806452
2012	66	2	Camb	Nenrich	9	4	M	 	 	H2Oneg	HTamb	10-20	0.634	0.057	11.12280702
2012	66	2	Camb	Nenrich	9	4	M	 	 	H2Oneg	HTamb	0-10	1.08	0.099	10.90909091
2012	66	2	Camb	Nenrich	9	4	M	 	 	H2Oneg	HTamb	20-40	0.564	0.05	11.28
2012	66	2	Camb	Nenrich	9	4	M	 	 	H2Oneg	HTamb	40-60	0.468	0.041	11.41463415
2012	67	2	Camb	Namb	16	4	M	 	 	 	 	10-20	0.47	0.049	9.591836735
2012	67	2	Camb	Namb	16	4	M	 	 	 	 	0-10	0.561	0.056	10.01785714
2012	67	2	Camb	Namb	16	4	M	 	 	 	 	20-40	0.54	0.054	10
2012	67	2	Camb	Namb	16	4	M	 	 	 	 	40-60	0.397	0.043	9.23255814
2012	68	2	Camb	Nenrich	1	1	M	Schizachyrium scoparium	C-4	 	 	10-20	0.418	0.038	11
2012	68	2	Camb	Nenrich	1	1	M	Schizachyrium scoparium	C-4	 	 	0-10	0.669	0.058	11.53448276
2012	68	2	Camb	Nenrich	1	1	M	Schizachyrium scoparium	C-4	 	 	20-40	0.52	0.048	10.83333333
2012	68	2	Camb	Nenrich	1	1	M	Schizachyrium scoparium	C-4	 	 	40-60	0.285	0.024	11.875
2012	69	2	Camb	Namb	16	4	M	 	 	 	 	10-20	0.464	0.052	8.923076923
2012	69	2	Camb	Namb	16	4	M	 	 	 	 	0-10	1.033	0.085	12.15294118
2012	69	2	Camb	Namb	16	4	M	 	 	 	 	20-40	0.51	0.05	10.2
2012	69	2	Camb	Namb	16	4	M	 	 	 	 	40-60	0.277	0.022	12.59090909
2012	70	2	Camb	Namb	1	1	M	Andropogon gerardi	C-4	 	 	10-20	0.629	0.052	12.09615385
2012	70	2	Camb	Namb	1	1	M	Andropogon gerardi	C-4	 	 	0-10	0.688	0.054	12.74074074
2012	70	2	Camb	Namb	1	1	M	Andropogon gerardi	C-4	 	 	20-40	0.38	0.03	12.66666667
2012	70	2	Camb	Namb	1	1	M	Andropogon gerardi	C-4	 	 	40-60	0.414	0.033	12.54545455
2012	71	2	Camb	Nenrich	1	1	M	Sorghastrum nutans	C-4	 	 	10-20	0.554	0.044	12.59090909
2012	71	2	Camb	Nenrich	1	1	M	Sorghastrum nutans	C-4	 	 	0-10	0.589	0.05	11.78
2012	71	2	Camb	Nenrich	1	1	M	Sorghastrum nutans	C-4	 	 	20-40	0.426	0.036	11.83333333
2012	71	2	Camb	Nenrich	1	1	M	Sorghastrum nutans	C-4	 	 	40-60	0.521	0.046	11.32608696
2012	72	2	Camb	Nenrich	1	1	M	Petalostemum villosum	Legume	 	 	10-20	0.334	0.029	11.51724138
2012	72	2	Camb	Nenrich	1	1	M	Petalostemum villosum	Legume	 	 	0-10	0.434	0.038	11.42105263
2012	72	2	Camb	Nenrich	1	1	M	Petalostemum villosum	Legume	 	 	20-40	0.562	0.054	10.40740741
2012	72	2	Camb	Nenrich	1	1	M	Petalostemum villosum	Legume	 	 	40-60	0.336	0.039	8.615384615
2012	73	2	Camb	Nenrich	0	1	M	 	 	 	 	10-20	0.292	0.029	10.06896552
2012	73	2	Camb	Nenrich	0	1	M	 	 	 	 	0-10	0.341	0.03	11.36666667
2012	73	2	Camb	Nenrich	0	1	M	 	 	 	 	20-40	0.275	0.028	9.821428571
2012	73	2	Camb	Nenrich	0	1	M	 	 	 	 	40-60	0.264	0.025	10.56
2012	74	2	Camb	Nenrich	4	1	S	 	Legume	 	 	10-20	0.591	0.052	11.36538462
2012	74	2	Camb	Nenrich	4	1	S	 	Legume	 	 	0-10	0.545	0.05	10.9
2012	74	2	Camb	Nenrich	4	1	S	 	Legume	 	 	20-40	0.455	0.043	10.58139535
2012	74	2	Camb	Nenrich	4	1	S	 	Legume	 	 	40-60	0.488	0.042	11.61904762
2012	75	2	Camb	Nenrich	4	3	M	 	 	 	 	10-20	0.56	0.049	11.42857143
2012	75	2	Camb	Nenrich	4	3	M	 	 	 	 	0-10	0.634	0.056	11.32142857
2012	75	2	Camb	Nenrich	4	3	M	 	 	 	 	20-40	0.531	0.045	11.8
2012	75	2	Camb	Nenrich	4	3	M	 	 	 	 	40-60	0.359	0.031	11.58064516
2012	76	2	Camb	Nenrich	4	1	S	 	C-4	 	 	10-20	0.597	0.065	9.184615385
2012	76	2	Camb	Nenrich	4	1	S	 	C-4	 	 	0-10	0.628	0.066	9.515151515
2012	76	2	Camb	Nenrich	4	1	S	 	C-4	 	 	20-40	0.541	0.053	10.20754717
2012	76	2	Camb	Nenrich	4	1	S	 	C-4	 	 	40-60	0.307	0.036	8.527777778
2012	77	2	Camb	Namb	1	1	M	Anemone cylindrica	Forb	 	 	10-20	0.295	0.036	8.194444444
2012	77	2	Camb	Namb	1	1	M	Anemone cylindrica	Forb	 	 	0-10	0.374	0.045	8.311111111
2012	77	2	Camb	Namb	1	1	M	Anemone cylindrica	Forb	 	 	20-40	0.274	0.026	10.53846154
2012	77	2	Camb	Namb	1	1	M	Anemone cylindrica	Forb	 	 	40-60	0.251	0.028	8.964285714
2012	78	2	Camb	Namb	4	2	M	 	 	 	 	10-20	0.581	0.05	11.62
2012	78	2	Camb	Namb	4	2	M	 	 	 	 	0-10	0.673	0.06	11.21666667
2012	78	2	Camb	Namb	4	2	M	 	 	 	 	20-40	0.331	0.03	11.03333333
2012	78	2	Camb	Namb	4	2	M	 	 	 	 	40-60	0.499	0.047	10.61702128
2012	79	2	Camb	Nenrich	4	3	M	 	 	 	 	10-20	0.477	0.054	8.833333333
2012	79	2	Camb	Nenrich	4	3	M	 	 	 	 	0-10	0.85	0.075	11.33333333
2012	79	2	Camb	Nenrich	4	3	M	 	 	 	 	20-40	0.404	0.038	10.63157895
2012	79	2	Camb	Nenrich	4	3	M	 	 	 	 	40-60	0.435	0.037	11.75675676
2012	80	2	Camb	Namb	4	1	S	 	C-3	 	 	10-20	0.545	0.051	10.68627451
2012	80	2	Camb	Namb	4	1	S	 	C-3	 	 	0-10	0.845	0.071	11.90140845
2012	80	2	Camb	Namb	4	1	S	 	C-3	 	 	20-40	0.384	0.033	11.63636364
2012	80	2	Camb	Namb	4	1	S	 	C-3	 	 	40-60	0.305	0.029	10.51724138
2012	81	2	Camb	Nenrich	1	1	M	Bouteloua gracilis	C-4	 	 	10-20	0.521	0.047	11.08510638
2012	81	2	Camb	Nenrich	1	1	M	Bouteloua gracilis	C-4	 	 	0-10	0.648	0.057	11.36842105
2012	81	2	Camb	Nenrich	1	1	M	Bouteloua gracilis	C-4	 	 	20-40	0.367	0.031	11.83870968
2012	81	2	Camb	Nenrich	1	1	M	Bouteloua gracilis	C-4	 	 	40-60	0.392	0.034	11.52941176
2012	82	2	Camb	Namb	4	3	M	 	 	 	 	10-20	0.504	0.049	10.28571429
2012	82	2	Camb	Namb	4	3	M	 	 	 	 	0-10	0.8	0.066	12.12121212
2012	82	2	Camb	Namb	4	3	M	 	 	 	 	20-40	0.479	0.035	13.68571429
2012	82	2	Camb	Namb	4	3	M	 	 	 	 	40-60	0.267	0.027	9.888888889
2012	83	2	Camb	Namb	9	4	M	 	 	H2Oamb	 	10-20	0.469	0.045	10.42222222
2012	83	2	Camb	Namb	9	4	M	 	 	H2Oamb	 	0-10	0.762	0.068	11.20588235
2012	83	2	Camb	Namb	9	4	M	 	 	H2Oamb	 	20-40	0.388	0.035	11.08571429
2012	83	2	Camb	Namb	9	4	M	 	 	H2Oamb	 	40-60	0.444	0.041	10.82926829
2012	84	2	Camb	Nenrich	9	4	M	 	 	H2Oamb	HTelv	10-20	0.56	0.054	10.37037037
2012	84	2	Camb	Nenrich	9	4	M	 	 	H2Oamb	HTelv	0-10	0.988	0.083	11.90361446
2012	84	2	Camb	Nenrich	9	4	M	 	 	H2Oamb	HTelv	20-40	0.455	0.046	9.891304348
2012	84	2	Camb	Nenrich	9	4	M	 	 	H2Oamb	HTelv	40-60	0.469	0.044	10.65909091
2012	85	2	Camb	Nenrich	4	2	S	 	 	 	 	10-20	0.523	0.045	11.62222222
2012	85	2	Camb	Nenrich	4	2	S	 	 	 	 	0-10	0.718	0.057	12.59649123
2012	85	2	Camb	Nenrich	4	2	S	 	 	 	 	20-40	0.325	0.03	10.83333333
2012	85	2	Camb	Nenrich	4	2	S	 	 	 	 	40-60	0.227	0.02	11.35
2012	86	2	Camb	Nenrich	4	3	M	 	 	 	 	10-20	0.382	0.035	10.91428571
2012	86	2	Camb	Nenrich	4	3	M	 	 	 	 	0-10	0.825	0.068	12.13235294
2012	86	2	Camb	Nenrich	4	3	M	 	 	 	 	20-40	0.45	0.04	11.25
2012	86	2	Camb	Nenrich	4	3	M	 	 	 	 	40-60	0.549	0.041	13.3902439
2012	87	2	Camb	Namb	9	4	M	 	 	H2Oneg	HTamb	10-20	0.488	0.046	10.60869565
2012	87	2	Camb	Namb	9	4	M	 	 	H2Oneg	HTamb	0-10	0.896	0.082	10.92682927
2012	87	2	Camb	Namb	9	4	M	 	 	H2Oneg	HTamb	20-40	0.57	0.045	12.66666667
2012	87	2	Camb	Namb	9	4	M	 	 	H2Oneg	HTamb	40-60	0.365	0.036	10.13888889
2012	88	2	Camb	Nenrich	4	4	S	 	 	 	 	10-20	0.594	0.055	10.8
2012	88	2	Camb	Nenrich	4	4	S	 	 	 	 	0-10	0.729	0.063	11.57142857
2012	88	2	Camb	Nenrich	4	4	S	 	 	 	 	20-40	0.524	0.044	11.90909091
2012	88	2	Camb	Nenrich	4	4	S	 	 	 	 	40-60	0.392	0.035	11.2
2012	89	2	Camb	Namb	4	1	S	 	Forb	 	 	10-20	0.327	0.029	11.27586207
2012	89	2	Camb	Namb	4	1	S	 	Forb	 	 	0-10	0.907	0.07	12.95714286
2012	89	2	Camb	Namb	4	1	S	 	Forb	 	 	20-40	0.387	0.033	11.72727273
2012	89	2	Camb	Namb	4	1	S	 	Forb	 	 	40-60	0.342	0.031	11.03225806
2012	90	2	Camb	Namb	1	1	M	Sorghastrum nutans	C-4	 	 	10-20	0.451	0.035	12.88571429
2012	90	2	Camb	Namb	1	1	M	Sorghastrum nutans	C-4	 	 	0-10	0.619	0.055	11.25454545
2012	90	2	Camb	Namb	1	1	M	Sorghastrum nutans	C-4	 	 	20-40	0.433	0.034	12.73529412
2012	90	2	Camb	Namb	1	1	M	Sorghastrum nutans	C-4	 	 	40-60	0.435	0.039	11.15384615
2012	91	2	Camb	Nenrich	4	3	M	 	 	 	 	10-20	0.61	0.068	8.970588235
2012	91	2	Camb	Nenrich	4	3	M	 	 	 	 	0-10	1.085	0.083	13.07228916
2012	91	2	Camb	Nenrich	4	3	M	 	 	 	 	20-40	0.676	0.046	14.69565217
2012	91	2	Camb	Nenrich	4	3	M	 	 	 	 	40-60	0.502	0.042	11.95238095
2012	92	2	Camb	Namb	9	4	M	 	 	H2Oneg	HTelv	10-20	0.535	0.056	9.553571429
2012	92	2	Camb	Namb	9	4	M	 	 	H2Oneg	HTelv	0-10	2.277	0.14	16.26428571
2012	92	2	Camb	Namb	9	4	M	 	 	H2Oneg	HTelv	20-40	0.392	0.042	9.333333333
2012	92	2	Camb	Namb	9	4	M	 	 	H2Oneg	HTelv	40-60	0.5	0.044	11.36363636
2012	93	2	Camb	Namb	4	1	S	 	Legume	 	 	10-20	0.629	0.051	12.33333333
2012	93	2	Camb	Namb	4	1	S	 	Legume	 	 	0-10	0.814	0.071	11.46478873
2012	93	2	Camb	Namb	4	1	S	 	Legume	 	 	20-40	0.522	0.048	10.875
2012	93	2	Camb	Namb	4	1	S	 	Legume	 	 	40-60	0.399	0.038	10.5
2012	94	2	Camb	Nenrich	1	1	M	Asclepias tuberosa	Forb	 	 	10-20	0.362	0.038	9.526315789
2012	94	2	Camb	Nenrich	1	1	M	Asclepias tuberosa	Forb	 	 	0-10	0.467	0.045	10.37777778
2012	94	2	Camb	Nenrich	1	1	M	Asclepias tuberosa	Forb	 	 	20-40	0.371	0.035	10.6
2012	94	2	Camb	Nenrich	1	1	M	Asclepias tuberosa	Forb	 	 	40-60	0.349	0.034	10.26470588
2012	95	2	Camb	Nenrich	4	1	S	 	Forb	 	 	10-20	0.482	0.055	8.763636364
2012	95	2	Camb	Nenrich	4	1	S	 	Forb	 	 	0-10	0.587	0.064	9.171875
2012	95	2	Camb	Nenrich	4	1	S	 	Forb	 	 	20-40	0.374	0.05	7.48
2012	95	2	Camb	Nenrich	4	1	S	 	Forb	 	 	40-60	0.358	0.063	5.682539683
2012	96	2	Camb	Nenrich	1	1	M	Lupinus perennis	Legume	 	 	10-20	0.461	0.118	3.906779661
2012	96	2	Camb	Nenrich	1	1	M	Lupinus perennis	Legume	 	 	0-10	0.539	0.138	3.905797101
2012	96	2	Camb	Nenrich	1	1	M	Lupinus perennis	Legume	 	 	20-40	0.468	0.138	3.391304348
2012	96	2	Camb	Nenrich	1	1	M	Lupinus perennis	Legume	 	 	40-60	0.664	0.063	10.53968254
2012	97	2	Camb	Nenrich	9	4	M	 	 	 	HTamb	10-20	0.628	0.062	10.12903226
2012	97	2	Camb	Nenrich	9	4	M	 	 	 	HTamb	0-10	0.782	0.084	9.30952381
2012	97	2	Camb	Nenrich	9	4	M	 	 	 	HTamb	20-40	0.497	0.044	11.29545455
2012	97	2	Camb	Nenrich	9	4	M	 	 	 	HTamb	40-60	0.424	0.04	10.6
2012	98	2	Camb	Nenrich	4	1	S	 	C-3	 	 	10-20	0.575	0.057	10.0877193
2012	98	2	Camb	Nenrich	4	1	S	 	C-3	 	 	0-10	0.837	0.076	11.01315789
2012	98	2	Camb	Nenrich	4	1	S	 	C-3	 	 	20-40	0.478	0.046	10.39130435
2012	98	2	Camb	Nenrich	4	1	S	 	C-3	 	 	40-60	0.402	0.042	9.571428571
2012	99	2	Camb	Nenrich	1	1	M	Solidago rigida	Forb	 	 	10-20	0.457	0.047	9.723404255
2012	99	2	Camb	Nenrich	1	1	M	Solidago rigida	Forb	 	 	0-10	1.521	0.118	12.88983051
2012	99	2	Camb	Nenrich	1	1	M	Solidago rigida	Forb	 	 	20-40	0.508	0.043	11.81395349
2012	99	2	Camb	Nenrich	1	1	M	Solidago rigida	Forb	 	 	40-60	0.365	0.035	10.42857143
2012	100	2	Camb	Namb	1	1	M	Lupinus perennis	Legume	 	 	10-20	0.352	0.037	9.513513514
2012	100	2	Camb	Namb	1	1	M	Lupinus perennis	Legume	 	 	0-10	0.491	0.05	9.82
2012	100	2	Camb	Namb	1	1	M	Lupinus perennis	Legume	 	 	20-40	0.394	0.038	10.36842105
2012	100	2	Camb	Namb	1	1	M	Lupinus perennis	Legume	 	 	40-60	0.387	0.038	10.18421053
2012	101	2	Camb	Nenrich	1	1	M	Andropogon gerardi	C-4	 	 	10-20	0.461	0.047	9.808510638
2012	101	2	Camb	Nenrich	1	1	M	Andropogon gerardi	C-4	 	 	0-10	0.98	0.076	12.89473684
2012	101	2	Camb	Nenrich	1	1	M	Andropogon gerardi	C-4	 	 	20-40	0.47	0.046	10.2173913
